Código Distrito,Descritivo Distrito,Código Concelho,Descritivo Concelho,Código Freguesia,Descritivo abreviado da Freguesia,Descritivo completo da Freguesia,CodSF,Descritivo do SF
02,BEJA                          ,06,CASTRO VERDE                  ,03,ENTRADAS                                          ,ENTRADAS                                          ,0256,CASTRO VERDE                  
02,BEJA                          ,06,CASTRO VERDE                  ,04,SANTA BARBARA DE PADRÕES                          ,SANTA BARBARA DE PADRÕES                          ,0256,CASTRO VERDE                  
02,BEJA                          ,06,CASTRO VERDE                  ,05,S. MARCOS DA ATABOEIRA                            ,S. MARCOS DA ATABOEIRA                            ,0256,CASTRO VERDE                  
02,BEJA                          ,06,CASTRO VERDE                  ,06,CASTRO VERDE E CASÉVEL                            ,UNIÃO DAS FREGUESIAS DE CASTRO VERDE E CASÉVEL,0256,CASTRO VERDE                  
02,BEJA                          ,07,CUBA                          ,01,CUBA                                              ,CUBA                                              ,0264,CUBA                          
02,BEJA                          ,07,CUBA                          ,02,FARO DO ALENTEJO                                  ,FARO DO ALENTEJO                                  ,0264,CUBA                          
02,BEJA                          ,07,CUBA                          ,03,VILA ALVA                                         ,VILA ALVA                                         ,0264,CUBA                          
02,BEJA                          ,07,CUBA                          ,04,VILA RUIVA                                        ,VILA RUIVA                                        ,0264,CUBA                          
02,BEJA                          ,08,FERREIRA DO ALENTEJO          ,03,FIGUEIRA DOS CAVALEIROS                           ,FIGUEIRA DOS CAVALEIROS                           ,0272,FERREIRA DO ALENTEJO          
02,BEJA                          ,08,FERREIRA DO ALENTEJO          ,04,ODIVELAS                                          ,ODIVELAS                                          ,0272,FERREIRA DO ALENTEJO          
02,BEJA                          ,08,FERREIRA DO ALENTEJO          ,07,ALFUNDÃO E PEROGUARDA                             ,UNIÃO DAS FREGUESIAS DE ALFUNDÃO E PEROGUARDA,0272,FERREIRA DO ALENTEJO          
02,BEJA                          ,08,FERREIRA DO ALENTEJO          ,08,FERREIRA DO ALENTEJO E CANHESTROS                 ,UNIÃO DAS FREGUESIAS DE FERREIRA DO ALENTEJO E CANHESTROS,0272,FERREIRA DO ALENTEJO          
02,BEJA                          ,09,MERTOLA                       ,01,ALCARIA RUIVA                                     ,ALCARIA RUIVA                                     ,0280,MERTOLA                       
02,BEJA                          ,09,MERTOLA                       ,02,CORTE DO PINTO                                    ,CORTE DO PINTO                                    ,0280,MERTOLA                       
02,BEJA                          ,09,MERTOLA                       ,03,ESPIRITO SANTO                                    ,ESPIRITO SANTO                                    ,0280,MERTOLA                       
02,BEJA                          ,09,MERTOLA                       ,04,MERTOLA                                           ,MERTOLA                                           ,0280,MERTOLA                       
02,BEJA                          ,09,MERTOLA                       ,05,SANTANA DE CAMBAS                                 ,SANTANA DE CAMBAS                                 ,0280,MERTOLA                       
02,BEJA                          ,09,MERTOLA                       ,06,S. JOÃO DOS CALDEIREIROS                          ,S. JOÃO DOS CALDEIREIROS                          ,0280,MERTOLA                       
02,BEJA                          ,09,MERTOLA                       ,10,"S.MIG. PINHEIRO, S.PEDRO SOLIS, S.SEBASTIÃO CARROS","UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO PINHEIRO, SÃO PEDRO DE SOLIS E SÃO SEBASTIÃO DOS CARROS",0280,MERTOLA                       
02,BEJA                          ,10,MOURA                         ,01,AMARELEJA                                         ,AMARELEJA                                         ,0299,MOURA                         
02,BEJA                          ,10,MOURA                         ,02,POVOA DE SÃO MIGUEL                               ,POVOA DE SÃO MIGUEL                               ,0299,MOURA                         
02,BEJA                          ,10,MOURA                         ,08,SOBRAL DA ADIÇA                                   ,SOBRAL DA ADIÇA                                   ,0299,MOURA                         
02,BEJA                          ,10,MOURA                         ,09,SANTO AGOSTINHO E SÃO JOÃO BAPTISTA E SANTO AMADOR,UNIÃO DAS FREGUESIAS DE MOURA (SANTO AGOSTINHO E SÃO JOÃO BAPTISTA) E SANTO AMADOR,0299,MOURA                         
02,BEJA                          ,10,MOURA                         ,10,SAFARA E SANTO ALEIXO DA RESTAURAÇÃO              ,UNIÃO DAS FREGUESIAS DE SAFARA E SANTO ALEIXO DA RESTAURAÇÃO,0299,MOURA                         
02,BEJA                          ,11,ODEMIRA                       ,02,RELIQUIAS                                         ,RELIQUIAS                                         ,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,03,SABOIA                                            ,SABOIA                                            ,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,06,S. LUIS                                           ,S. LUIS                                           ,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,07,S. MARTINHO DAS AMOREIRAS                         ,S. MARTINHO DAS AMOREIRAS                         ,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,11,VILA NOVA DE MILFONTES                            ,VILA NOVA DE MILFONTES                            ,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,15,LUZIANES-GARE                                     ,LUZIANES-GARE                                     ,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,16,LONGUEIRA/ALMOGRAVE                               ,LONGUEIRA/ALMOGRAVE                               ,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,17,BOAVISTA DOS PINHEIROS                            ,BOAVISTA DOS PINHEIROS                            ,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,18,COLOS                                             ,COLOS,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,19,SANTA CLARA-A-VELHA                               ,SANTA CLARA-A-VELHA,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,20,SÃO SALVADOR E SANTA MARIA                        ,SÃO SALVADOR E SANTA MARIA,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,21,SÃO TEOTÓNIO                                      ,SÃO TEOTÓNIO,0302,ODEMIRA                       
02,BEJA                          ,11,ODEMIRA                       ,22,VALE DE SANTIAGO                                  ,VALE DE SANTIAGO,0302,ODEMIRA                       
02,BEJA                          ,12,OURIQUE                       ,03,OURIQUE                                           ,OURIQUE                                           ,0310,OURIQUE                       
02,BEJA                          ,12,OURIQUE                       ,06,SANTANA DA SERRA                                  ,SANTANA DA SERRA                                  ,0310,OURIQUE                       
02,BEJA                          ,12,OURIQUE                       ,07,GARVÃO E SANTA LUZIA                              ,UNIÃO DAS FREGUESIAS DE GARVÃO E SANTA LUZIA,0310,OURIQUE                       
02,BEJA                          ,12,OURIQUE                       ,08,PANOIAS E CONCEIÇÃO                               ,UNIÃO DAS FREGUESIAS DE PANOIAS E CONCEIÇÃO,0310,OURIQUE                       
02,BEJA                          ,13,SERPA                         ,02,BRINCHES                                          ,BRINCHES                                          ,0329,SERPA                         
